PAID	CID	Name	Inc	pa_name	pa_date	pa_comment	ended	enddate	c_duration	link	Mil_prov	Pol_prov	Terr_prov	Justice_prov	location	locationID
5201994032401	337	Somalia: government	2	Nairobi Declaration on National Reconciliation	1994-03-24	Peace process agreementThe declaration was signed in Cairo, 22 December, 1997 after ten days of negotiations.The parties unanimously decided to establish a ceasefire and a cessation of hostilities, followed by an encampment in prearranged sites of all forces. The fate of the encamped soldiers was not agreed upon, but a joint security force for the National Reconciliation Conference was established, its composition unspecified.The said National Reconciliation Conference was to be convene on 15 February 1998, in Baidoa. The exact composition of delegates for this conference was drawn up, and the purpose of the conference was to elect a Presidential Council, a Prime Minister and to adopt a Transitional Charter. Also, a Constituent Assembly and an independent judiciary were to be created. Specifications for the Presidential Council and the Constituent Assembly were agreed upon; introducing a formula for representation based on the participation of the different Somali social groups. During the transitional period a new constitution was to be drafted and approved by a referendum. For the transitional period the structure of the state would be federal. Efforts would also be made to hold elections as soon as possible.	1	1994-07-01	3 monthsThe peace agreement was signed on 24 March. After it was signed there was almost no progress in the implementation of the agreement. In early July heavy fighting took place in Mogadishu, where about 400 people died, and Mahdi accused Aidid of breaking the ceasefire agreement.	http://ucdp.uu.se/downloads/fullpeace/Som%2019940324.pdf	1	1	1	1	Somalia	SOM
5201997122201	337	Somalia: government	2	The Cairo Declaration on Somalia	1997-12-22	Partial peace agreementThe declaration was signed in Cairo, 22 December, 1997 after ten days of negotiations.The parties unanimously decided to establish a ceasefire and a cessation of hostilities, followed by an encampment in prearranged sites of all forces. The fate of the encamped soldiers was not agreed upon, but a joint security force for the National Reconciliation Conference was established, its composition unspecified.The said National Reconciliation Conference was to be convene on 15 February 1998, in Baidoa. The exact composition of delegates for this conference was drawn up, and the purpose of the conference was to elect a Presidential Council, a Prime Minister and to adopt a Transitional Charter. Also, a Constituent Assembly and an independent judiciary were to be created. Specifications for the Presidential Council and the Constituent Assembly were agreed upon; introducing a formula for representation based on the participation of the different Somali social groups. During the transitional period a new constitution was to be drafted and approved by a referendum. For the transitional period the structure of the state would be federal. Efforts would also be made to hold elections as soon as possible.	1	1998-02-01	Not implemented. The National Reconciliation Conference that was planned to take place in February 1998 was postponed indefinitely.	http://ucdp.uu.se/downloads/fullpeace/Som%2019971222.pdf	1	1	1	1	Somalia	SOM
5202008081901	337	Somalia: government	2	Djibouti Agreement	2008-08-19	"Peace process agreement
 
The 19 August 2008 marks the official signing of a 9 June political agreement between the Transitional Federal Government of Somalia (TFG) and the Alliance for the Re-Liberation of Somalia (ARS).
 
The agreement provides for the cessation of hostilities within 30 days and the withdrawal of Ethiopian troops, a question at the core of the conflict incompatibility. The parties agreed to request that the United Nations (UN) deploy an international stabilisation force within 120 days. The agreement also provided for the establishment of a High Level Committee, to pursue issues of political cooperation between the parties, as well as a Joint Security Committee, to develop and follow up the implementation of security arrangements.
 
The Djibouti Agreement followed two rounds of talks, and was the first in a series of cooperation documents and agreements. In accordance with the Djibouti Agreement, a third round of talks took place on 25-26 October 2008, resulting in two political documents based on the work of the Joint Security and High Level committees. ""Modalities for the Cessation of Hostilities between the TFG and the Alliance for the Re-Liberation of Somalia (ARS)"" drafted arrangements for a ceasefire to become effective on 5 November, the relocation of Ethiopian troops deployed to Somalia, the impending transition of security-related tasks from Ethiopian troops first to AMISOM forces and later to the anticipated UN force to Somalia, as well as including the first modalities for a joint TFG/ARS security force. A second political document, the ""Joint Declaration on the Government of National Unity and the Expanded Parliament"", reiterated the commitment to political cooperation on behalf of the parties. 

However, discrepancies between the parties of the talks and the actors on the ground made the implementation of political progress difficult. In fact, the peace proceedings that had intended to marginalise hard-liners with a broad-based coalition of moderates caused rifts on both sides. As a consequence, agreements forged in the talks had little bearing for the developments on the ground."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/SOM%2020080819.pdf	1	0	0	0	Somalia	SOM
5202008112601	337	Somalia: government	2	Decision of the High Level Committee, Djibouti Agreement	2008-11-26	"Partial peace agreement
 
In line with the peace process launched with the 19 August 2008 Djibouti Agreement, a fourth round of talks began on 22 November 2008. The talks resulted in a power-sharing deal between the Transitional Federal Government (TFG) and the Alliance for Re-Liberation of Somalia (ARS). The agreement provided a framework for the establishment of a Unity Government, consisting of members drawn from both the TFG and the ARS. 

The parties agreed to expand the parliament with an additional 200 seats for ARS-members, as well as with 75 seats allotted to members of the Somali civil society, including women as well as members of the Somali diaspora and business community. A UN-facilitated working group was established in order to develop detailed plans for structures for the Unity Government, which it would submit to the High Level Committee, established through the Djibouti Agreement. 

In order to accommodate the changes necessary in line with this agreement and others, the parties agreed the new provisions would be embedded in the Transitional Federal Charter as amendments. The Transitional Period was extended for an additional two years, starting from August 2009. Thus, the 26 November agreement advanced the Somali peace process through settling part of the incompatibility, but its limitation to the transitional period renders it a partial peace agreement."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/SOM%2020081126.pdf	0	1	0	0	Somalia	SOM
4511996113001	382	Sierra Leone: government	2	Abidjan Peace Agreement	1996-11-30	"Full peace agreement

A peace agreement was signed on 30 November 1996 in Abidjan between the government of Sierra Leone and RUF.

The agreement stipulated a cessation of hostilities and a number of reforms for the armed forces. The Commission for the Consolidation of Peace was to make recommendations for the restructuring of the armed forces and the selection of commanding officers. Rebels could be integrated into these reconstructed forces, but inclusion hinged on combatants being acceptable to certain criteria to be worked out by the Commission. Provisions were also made for the resettlement and rehabilitation of those combatants who were not integrated. To monitor the ceasefire a Joint Monitoring Group comprising the government and RUF and a Neutral Monitoring Group comprising members from the international community were established.

The agreement establishes a Commission for the Consolidation of Peace; basically a verification and compliance mechanism comprised of representatives of RUF and the government. This commission was to establish a number of subcommittees charged with consolidating the peace and instituting programs for the reconstruction of the country. The Commission also had the power to make preliminary legislative drafts necessary for the implementation of the peace agreement.

Political reforms included the restructuring of the National Electoral Commission, and the transformation of the RUF/SL into a legal political party that would enjoy freedom of the press, access to the media and other democratic rights. National resources would be distributed equitably between all citizens and provisions were also made for political reforms to rid the country of extreme poverty and starvation. In order to consolidate the peace, and bring national reconciliation to Sierra Leone, all rebels were granted an amnesty and thereby freed of any possible prosecution for crimes related to the conflict."	1	1997-03-06	On 17 January the RUF accused the government of violating the peace agreement. But the agreement continued to be implemented and some rebels were demobilised.  At the end of February 1997, it was reported that members of the RUF had violated the peace agreement. On 2 March Sankoh was arrested in Nigeria and on 6 March the government stated that they no longer were prepared to wait for a response from Sankoh.	http://ucdp.uu.se/downloads/fullpeace/SiL%2019961130.pdf	1	1	0	1	Sierra Leone	SLE
4511999070701	382	Sierra Leone: government	2	Lomé Peace Agreement	1999-07-07	"Full peace agreement

The Togolese city of Lomé was the venue for the signing of this peace agreement on 7 July 1999. The government of Sierra Leone and RUF both took part, but the AFRC were not included in the talks.

The first point in the agreement was a ceasefire and a cessation of hostilities, to be monitored by a committee chaired by UNOMSIL and participated in by the government and RUF. A new national army is to be constructed, drawing on those combatants that fulfill the established criteria for integration. An extensive DDR program is established, with financial payments and benefits for those demobilized and a committee for the purpose of retraining ex-combatants for civilian duties and social reintegration.

The agreement regulated the incompatibility through the establishment of power-sharing arrangements at all levels of government. The leader of the RUF, Colonel Foday Sankoh, was given a seat equivalent to the position of Vice-President. Further the RUF were given one senior cabinet seat, three other cabinet positions and four posts of deputy minister. The AFRC were given the possibility to be included in the holding of public offices. The agreement also established a number of commissions; the Commission for the Management of Strategic Resources, the Commission for National Reconstruction and the Commission on Development to monitor the exploitation of natural resources. The RUF leader, Sankoh, was given the chairmanship of these commissions. Also, the establishment of a Commission for the Consolidation of Peace was reaffirmed, but with an amended mandate. Other important political issues were the transformation of RUF into a political party and the parties agreeing to hold elections at the time provided for by the constitution.

Finally, a general amnesty was issued and a program for the voluntary return of refugees and IDP’s was established."	1	2000-02-01	In February 2000, the RUF resistance to the deployment of the UNAMSIL forces led to direct confrontations. The UN increased its support of the Sierra Leonean Government. Sankoh was arrested on behalf of the Government on 17 May 2000.	http://ucdp.uu.se/downloads/fullpeace/SiL%2019990707.pdf	1	1	0	1	Sierra Leone	SLE
4512000111001	382	Sierra Leone: government	2	Abuja Ceasefire Agreement	2000-11-10	"Supplement to the Lomé comprehensive peace agreement

In this agreement the parties reaffirmed the Lomé Peace Agreement and also agreed on a new, immediate, ceasefire and the recommencing of the Disarmament, Demobilisation and Reintegration Programme.

The new ceasefire became necessary since RUF returned to the battlefield following disturbances initiated by the AFRC after the signing of the Lomé Agreement."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/SiL%2020001110.pdf	1	1	0	1	Sierra Leone	SLE
4332004123001	375	Senegal: Casamance	1	Accord general de paix entre le gouvernement de la republique du Senegal el le Mouvement des forces democratique de la Casamace (MFDC)	2004-12-30	"Peace process agreement

In the five-point agreement MFDC renounces the armed struggle, while the government grants amnesty to the rebels and pledges to integrate them in paramilitary units on a voluntary basis.

A peace management committee, made up of state representatives, the Senegalese army, MFDC fighters and representatives of the political wing of MFDC is stipulated to monitor compliance with the agreement, while the International Red Cross and the African Assembly for the Defence of Human Rights (RADDHO) will supervise the disarmament of the fighters. Furthermore, provisions are made for the economic reconstruction of the region, de-mining and aid to returning refugees.

Finally, detailed negotiations on the economic and political future of Casamance are stipulated to take place in the near future."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/sen20041230.pdf	1	0	1	1	Senegal	SEN
5171991032901	374	Rwanda: government	2	The N’SELE Ceasefire Agreement	1991-03-29	"Peace process agreement

The N’Sele ceasefire agreement was the first of the six protocols included in the final Arusha Accords of 1993.The agreement regulated the conflict behaviour of the parties through establishing a ceasefire and a cessation of hostilities to be monitored by a Neutral Military Observer Group, comprised of personnel from Nigeria, Senegal, Zimbabwe, the OAU and representatives of the warring parties. The agreement also established a Neutral Corridor, separating the opposing armies.

Further, a Joint Political Military Commission, composed of representatives of the belligerents, was established to ensure the follow-up of the ceasefire agreement and the comprehensive peace agreement yet to be signed.

Lastly the agreement outlined a short agenda for further talks, specifying that rule of law and democracy should be created, that the formation of a new national army should commence and the a power-sharing arrangement would be established to regulate the incompatibility."	1	1993-08-01	See Arusha Accords.	http://ucdp.uu.se/downloads/fullpeace/Rwa%2019930804.pdf	1	1	0	1	Rwanda	RWA
5171992091801	374	Rwanda: government	2	The Protocol of Agreement between the Government of the Republic of Rwanda and the Rwandese Patriotic Front on the Rule of Law	1992-08-18	"Partial peace agreement

The agreement is the second protocol that was included in the final peace agreement of 1993 (the Arusha Accords).

The agreement outlined the basic principles that should guide the country’s politics once the conflict was ended. The parties agreed that the rule of law would reign supreme through the establishment of pluralistic democracy, human rights and national unity. Political parties should be allowed for under law and the judiciary should be made to be independent. The agreement firmly stated the rejection of ideologies based on ethnicity, religion or intolerance.

To approach the goal of such reconciliation and unity a National Commission on Human Rights was established, and all refugees were to be encouraged to return to take part in the democratic process."	1	1993-08-01	See Arusha Accords.	http://ucdp.uu.se/downloads/fullpeace/Rwa%2019930804.pdf	0	1	0	1	Rwanda	RWA
5171993010901	374	Rwanda: government	2	The Protocols of Agreement between the Government of the Republic of Rwanda and the Rwandese Patriotic Front on Power-Sharing within the Framework of a Broad-Based Transitional Government,	1993-01-09	"Partial peace agreement

This agreement is the third protocol that was included in the 1993 Arusha Accords, and regulated the incompatibility through power-sharing arrangements on the political level.

The agreement draws up the structure of government for the transitional period, which was to ensue following the signing of the comprehensive peace agreement. The exact specifications for the structure and functions of the executive, legislative and judicial branches are elaborated upon, and power-sharing arrangements are put into place. Ministerial portfolios are distributed to the warring parties (five for the government and five for the FPR) and to other political forces. Also, seats in the assembly are attributed to the signatory parties, with eleven seats going to the ruling MRND party and an equal number of seats to the FPR. Other political parties were also granted seats in this broad-based coalition assembly.

Also, a Post-War Rehabilitation program was established, charged with preparing the logistic and political preparations for the return of refugees."	1	1993-08-01	See Arusha Accords.	http://ucdp.uu.se/downloads/fullpeace/Rwa%2019930804.pdf	0	1	0	1	Rwanda	RWA
5171993060901	374	Rwanda: government	2	The Protocol of Agreement between the Government of the Republic of Rwanda and the Rwandese Patriotic Front on the Repatriation of Refugees and the Resettlement of Displaced Persons,	1993-06-09	"Partial peace agreement

The agreement is the fourth protocol of those included in the final peace agreement; the Arusha Accords. It deals with the issue of repatriation of refugees and displaced persons.

The agreement stipulates that there will be a voluntary return of refugees, which is necessary for national reconciliation and unity. The principle of dual citizenship was also accepted.

A Commission for Repatriation is established and charged with a number of functions and responsibilities. Among these are the identification and resettlement of refugees and the administering of funds from the established Funding Programme. Refugees were to be provided with food, domestic items, agricultural tools, health facilities and education. To raise funds for these activities a donor’s conference was to be held by the UNHCR and OAU.

The return of displaced persons would begin after the establishment of the transitional government."	1	1993-08-01	See Arusha Accords.	http://ucdp.uu.se/downloads/fullpeace/Rwa%2019930804.pdf	0	1	0	1	Rwanda	RWA
5171993080301	374	Rwanda: government	2	The Protocol Agreement between the Government of the Republic of Rwanda and the Rwandese Patriotic Front on the integration of Armed Forces and The Protocol of Agreement between the Government of the Republic of Rwanda and the Rwandese Patriotic Front on Miscellaneous Issues and Final Provisions	1993-08-03	"Partial peace agreement

This agreement is the fifth protocol that was included in the Arusha Accords of 1993. The agreement focuses on demobilization of forces and the formation of a new national army.

The agreement regulates all sectors of the armed forces; the military, the police and the gendarmerie. All troops involved in the conflict are to relocate to cantonment points to await demobilization or integration into the stipulated new national army. Quotas are specified for this integration, stating that 60% of the military forces will be government troops and 40% will be rebel troops. The command structure is to be based on an equal quota. The same quotas are applied for integration into the National Gendarmerie; the national police force of Rwanda. The agreement also stipulates the doctrine, training program and other specifications for the entire process of the formation of a new army. The implementation of these modalities, and the general supervision of the final peace agreement, are to be supervised by an Neutral International Force, supplied by the UN.

The demobilization programme agreed upon posits a wide number of activities, such as demobilization allowances according to rank, social reintegration and job opportunities for those demobilized.                                                                                                                        Partial peace agreement

This agreement was the sixth, and final, protocol that was included in the comprehensive Arusha Accords of 1993. It dealt with minor outstanding issues from the earlier protocols.

The agreement contained specifications for the restructuring of and functioning of the communal police, the security service, the prison service and the intelligence agency. It was stipulated that the FPR were to be effectively represented at all levels of the security services.

Further it was agreed that the duration of the transitional period would be 22 months, with possible extensions of three months if a three-fights majority in the assembly so agreed."	1	1993-08-01	See Arusha Accords.	http://ucdp.uu.se/downloads/fullpeace/Rwa%2019930804.pdf	1	0	0	0	Rwanda	RWA
5171993080401	374	Rwanda: government	2	Arusha Accords	1993-08-04	"Full peace agreement

The Arusha Accords were signed 4 August 1993. It lasted less than a month - the implementation of the peace agreement was prepared, but never fulfilled. The Arusha Accords comprised a general agreement and six attached protocols that were all combined into a whole to form this comprehensive agreement.

The first point of interest in the agreement was the parties reaffirming the N´Sele Ceasefire Agreement, which instated a Neutral Corridor separating the warring parties from each other. The corridor, and the observance of the ceasefire, was to be monitored by the Neutral Military Observer Group. A unified national army was stipulated, and the government was to contribute 60% of the forces and the FPR 40%. The same formula was applied for the police force, and all other types of uniformed forces. The military pact was of an extensive nature, with military power-sharing also applied to military training schools and other facilities. The combatants that would not be integrated were to become subject to a DDR program which included demobilization allowances and social, economic and educational training.

A power-sharing arrangement was agreed upon in the political sphere to resolve the incompatibility. The president and prime minister were to be chosen through a process of consensus, ministerial portfolios were distributed between all the participating parties (with the FPR receiving five such portfolios) and the seats in the assembly were to be shared according to a similar formula (the FPR being granted 11 seats). The new Prime Minister was to be installed by 10 September. Multiparty general elections were to take place after a 22-month period, during which the power-sharing arrangements would be in force.

Finally, the agreement allowed for repatriation of all Rwandan refugees and the return of internally displaced persons to their homes. The CDR, an extremist party which broke out from the MRND, and which claimed to represent the interests of the Hutu majority, refused to participate in any future Assembly."	1	1993-08-01	The peace agreement ended after less than a month. By the end of August there were renewed outbreaks of violence in Kigali and in Butare. Moreover, the transitional government and legislature were not established on 10 September as the peace agreement stipulated. The implementation never really got started. The UNAMIR troops (deployed in November to facilitate the implementation) declared in December that the conditions necessary to introduce the transitional institutions would be fulfilled by the end of the month. In late December the implementation was however further postponed following disagreement between the political parties on the nomination of representatives to the transitional institutions. In April 1994, a genocide broke out and the peace agreement was never fully implemented.	http://ucdp.uu.se/downloads/fullpeace/Rwa%2019930804.pdf	1	1	0	1	Rwanda	RWA
8401976122301	308	Philippines: Mindanao	1	Tripoli Agreement	1976-12-23	"Partial peace agreement
 
Negotiations under the auspices of the OIC (Organization of the Islamic Conference) were initiated in 1975, when a first round of talks was held in Jeddah, Saudi Arabia. The talks broke down, but after a visit by Philippine President Marcos' wife to Libya, new talks started in Tripoli, Libya on 15 December 1976. On 23 December, the Tripoli Agreement was signed by the government of the Philippines and MNLF.
 
The Tripoli Agreement included a ceasefire to be declared immediately after the signing of the agreement. A Joint Committee should be formed, consisting of the two parties with the help of the Quadripartite Ministerial Commission (Libya, Somalia, Saudi Arabia and Senegal), to supervise the ceasefire agreed upon. A reformation process of the army, in which MNLF troops would join the Philippine Armed Forces, was discussed but the agreement stated that the question should be dealt with at a later stage in the peace process.
 
Regarding the incompatibility the agreement provided for autonomy in 13 provinces in the southern parts of the Philippines. The authorities of the autonomous region would have the right to set up their own courts and implement Islamic Sharia law in the south. Furthermore, they were given the right to set up their own financial system, a legislative assembly and an executive council. The agreement also regulated Muslim participation and representation in the Supreme Court, the Central government and all other organs of the state.
 
A complete amnesty was issued for events which took place in the south of the Philippines."	1	1977-05-22		http://ucdp.uu.se/downloads/fullpeace/Phi%2019761223.pdf	1	1	1	1	Philippines	PHL
8401987010401	308	Philippines: Mindanao	1	Jeddah Accord	1987-01-04	"Negotiations under the auspices of the OIC (Organization of the Islamic Conference) were first initiated in 1975, when talks were held in Jeddah, Saudi Arabia. The talks broke down, but after a visit by Philippine President Marcos' wife to Libya, new talks started in Tripoli, Libya on 15 December 1976. On 23 December, the Tripoli Agreement was signed by the government of the Philippines and MNLF. Negotiations continued in early 1977, but eventually broke down and did not restart until in 1986, when the parties agreed on a ceasefire and for OIC-sponsored talks to take place in 1987. On 1 January 1987, negotiations opened in Jeddah, Saudi Arabia, and on 3-4 January, the Jeddah Accord was signed.
 
In the Accord, the parties agreed to continue discussion of full autonomy to the region of Mindanao. The Accord provided for a Joint Commission to be set up to ""discuss and draft the mechanism and details of the proposal for the grant of full autonomy to Mindanao, Basilan, Sulu, Tawi-Tawi and Palawan subject to democratic processes."" The Commission was supposed to consist of three members from each party and an initial meeting was planned to take place in Manila on 9 February. The Accord also included a ceasefire agreement and plans for a committee to be set up in order to monitor and implement this ceasefire."	1	1987-07-28		http://ucdp.uu.se/downloads/fullpeace/Phi%2019870104.pdf	1	0	1	0	Philippines	PHL
8401996090201	308	Philippines: Mindanao	1	Mindanao Final Agreement	1996-09-02	"Full peace agreement
Also called the GRP-MNLF Final Peace Agreement or the Jakarta Accord. The agreement links back to the Tripoli Agreement of 1976 and the autonomous process outlined in that agreement that never materialized. It also refers to previous statements of understanding signed during the peace process in Tripoli 1992, and West Java 1993.

The agreement contained no formal ceasefire, but contained extensive reforms and restructuring of the armed forces of the Philippine’s military and police forces. A specific number of vacancies were made available in both these branches of the armed forces to allow for MNLF integration. The rank and file as well as the commanding officers were to be integrated. An arrangement for the social reintegration and economic development of those demobilized was also established.

The peace plan itself contained two phases; in the first a special zone of Peace and Development would be created to channel funds to the conflict affected areas. In the second phase a new Regional Autonomous Government would be formed if it were approved by a plebiscite in the concerned areas. The autonomous region would receive far-reaching self-governing powers with its own assembly, fiscal independence and influence in the cultural and educational spheres, among other things."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Phi%2019960902.pdf	1	0	1	0	Philippines	PHL
8402001062201	308	Philippines: Mindanao	1	Agreement on Peace between the government of the Republic of the Philippines and the Moro Islamic Liberation Front	2001-06-22	"Peace process agreement
""The Agreement on Peace between the government of the Republic of the Philippines and the Moro Islamic Liberation Front"" reaffirmed earlier agreements signed between the parties. 

The agreement urged the parties to promptly end armed hostilities and to pursue peace talks towards finding a peaceful resolution to the Mindanao problem."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Phi%2020010622.pdf	1	0	0	1	Philippines	PHL
8401995101301	209	Philippines: government	2	GRP-RAM/SFP/YOU General Agreement for Peace	1995-10-13	"Peace process agreement
The peace agreement called for a ""permanent cessation of hostilities"" between the two parties, and a commitment by both to a peaceful future for the Philippines. All remaining members of the military faction were granted amnesty as well as the possibility to return to their former positions within the armed forces. The military faction committed to never attempt another coup, and to return the arms they had brought from their bases. 

Regarding the incompatibility, the groups agreed to implement mutually agreed reforms in the areas of Electoral Reforms, Good Government, Nationalist Economic Development, Social Justice, and National Defense and Security. An agenda for future talks within these areas was set."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Phi%2019951013.pdf	1	0	0	1	Philippines	PHL
9101991012101	369	Papua New Guinea: Bougainville	1	The Honiara Declaration	1991-01-21	"Peace process agreement
The Honiara Declaration on Peace, Reconciliation and Rehabilitation on Bougainville is a peace process agreement, specifying an end to conflict activity but does not determine the outcome of the incompatibility. 

The declaration was described a package of phased arrangements for the restoration of services on Bougainville according to a timetable. During the first month, a Task force was to be established and the blockade of Bougainville abandoned. In its next phase, the BRA was to disarm and dissolve and a Legal Authority of Bougainville would be established. Both parties would receive amnesty, and all prisoners would be surrendered. 

In total, the implementation of all parts of the agreement was supposed to take three years, with reviews every six months. An international monitoring group was to be invited to help with the implementation. As to the future status of Bougainville, the agreement did not clarify any specific solution, stating instead that the National Minister for Provincial Affairs should determine this on advice from the newly established legal authority in Bougainville."	1	1991-02-01	"When the declaration was published, a war-of-words began. The Bougainville side suggested that the agreement had called for disarmament of the BRA, while the published document incorporated the words \""and destruction of arms.\"" The agreement stated that it would terminate either when it was completed or if any acts of sabotage inconsistent with the spirit and letter of the Declaration was committed by any of the parties. On 1 February, the PNG prime minister reported that BRA had attacked an army patrol boat. In April, government forces landed on the north of Bougainville."	http://ucdp.uu.se/downloads/fullpeace/PNG%2019910123.pdf	1	0	0	1	Papua New Guinea	PNG
9101994090301	369	Papua New Guinea: Bougainville	1	Honiara Commitments to Peace	1994-09-03	"Peace process agreement
Following lower level talks in June and August, the PNG prime minister and (one of) the leaders of BRA met in Honiara, Solomon Islands on 2-3 September. The Commitments declared peace on Bougainville island, to take immediate effect, freezing the opposing forces in their present positions. 

A ceasefire was instated and was supposed to be monitored by a South Pacific Regional Peacekeeping Force as soon as practicably possible. The Force was composed by troops from Fiji, Tonga and Vanuatu, with logistics and communication support from Australia.

The Honiara peace process agreement also provided for free movement of all citizens and that a Bougainville peace conference was to be held no later than 10 October the same year comprising ""representatives from Bougainville political, social, cultural and economic groups"" to settle the incompatibility. The question of amnesty was to be discussed at a later stage in the negotiations."	1	1994-11-21	The BRA top leadership refused to participate in the conference stipulated in the agreement, as well as the ensuing peace process. On 21 November, there were renewed attacks by BRA on government troops on Bougainville.	http://ucdp.uu.se/downloads/fullpeace/PNG%2019940903.pdf	1	0	0	0	Papua New Guinea	PNG
9102001083001	369	Papua New Guinea: Bougainville	1	Bougainville Peace Agreement	2001-08-30	"Full peace agreement
The Bougainville Peace Agreement was a comprehensive agreement detailing both the short- and long-term issues that needed to be targeted to end the conflict.

Under the agreement reached the PNG military were to withdraw from the area, and all future activities in Bougainville would be cooperative after consultation with the autonomous government. The weapons disposal program developed in May 2001 was also incorporated unchanged into the Agreement. It would create a high level of autonomy for the region of Bougainville, where a democratic and accountable system of government would be established and institutionalized through a future Bougainville Constitution. Powers and functions were to be divided between the National Government and the autonomous Bougainville government, with PNG mainly being responsible for foreign affairs-related issues and communications. Amongst other things, Bougainville would become fiscally self-reliant in such a way that tax income from the area should be equal to the recurrent grants from the government.The long-term settlement of the political status of Bougainville would be resolved through a referendum 10-15 years after the election of the first autonomous Bougainville government, and after the fulfilment of a list of pre-set conditions. International observers would be invited to make sure the election would be free and fair.s"	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/PNG%2020010830.pdf	1	1	1	1	Papua New Guinea	PNG
67868019790330	320	North Yemen - South Yemen	3	Kuwait agreement	1979-03-30	"Partial peace agreement
 
On 30 March 1979, a peace agreement between North Yemen and South Yemen was agreed upon. The agreement, which renewed the call for unification which had been made in 1972 (see first stated goal of incompatibility), stated that the new state was to be called the People's Republic of Yemen. The North Yemeni capital, Sanaa, would become the new capital for the unified state and President Salih (North Yemen) would become President. Furthermore, a single constitution would be adopted through a referendum and a provisional government would be formed before free and direct elections could be held. The peace agreement is only seen as partial due to the fact that the drafting of the new constitution was left to later."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/YEM%2019790330.pdf	0	1	1	0	Yemen	YEM
4361993061001	373	Niger: government	2	Paris Accord	1993-06-10	"Partial peace agreement

A partial peace agreement was signed on 10 June 1993 in Paris by the Nigerian government and the Air and Azawad Liberation Front (FLAA).

The agreement stipulated a three-month truce, and a redeployment of the combatants to barracks and defensive positions. The state of emergency in the northern areas of Niger were to be lifted.

Further, deals were struck regarding the return of Tuareg refugees from Algeria, the establishment of development funds for the northern areas and future negotiations on the FLAA’s political demands."	1	1993-07-01	After the Air and Azawad Liberation Front (FLAA) signed the Paris Accord, the party split into two factions; the Front for the Liberation of Tamoust (FLT) and the old FLAA. The FLT supported the agreement, while the old FLAA denounced it.	0	1	0	1	1	Niger	NER
4361994100901	373	Niger: Air and Azawad	1	Ouagadougou Accord	1994-10-09	"Partial peace agreement

On the 9 October 1994 a partial peace agreement was signed in Ouagadougou, Burkina Faso by the Nigerian government and the Coordination of the Armed Resistance (CRA).

The agreement contained a cessation of hostilities and ceasefire arrangement, but also stated that the issues of defence and internal security would be dealt with at a later stage of the negotiations.

The agreement emphasized that Niger was unitary and indivisible, but also contained amendments to the political-territorial structure of Niger; rearranging the country into smaller entities of political control. There will be three levels of authority and governance, with the municipal level having its own assembly. The powers of the municipal entities are not far-reaching, but include socio-economic development and culture.

Furthermore, the government ensured the rehabilitation and security of the areas affected by the conflict. Finally, the accord provided provisions for facilitating the return and resettlement of refugees."	0	2099-01-01	In September 1996 the Coordination of the Armed Resistance (CRA), now renamed the Organisation of Armed Resistance (ORA), said it was no longer bound by the signed peace accords. However, in January 1997 the party renewed its support for the accords. During this time, no new hostilities broke out; whereby it is judged that the accord was still upheld.	http://ucdp.uu.se/downloads/fullpeace/nig19941009.pdf	1	0	1	1	Niger	NER
4361995011501	373	Niger: Air and Azawad	1	Accord e´tablissant une paix définitive entre le gouvernement de la republique du Niger et lórganisation de la résistance armée	1995-04-15	"Full peace agreement

On the 15 April 1995 the Niger government signed a comprehensive peace agreement with the CRA, now renamed the Organisation of the Armed Resistance (ORA) in Niamey, Niger.

The agreement institutes a ceasefire, and also reaffirms the earlier ceasefire from 1994. The agreement further stipulated a restructuring of the armed forces of Niger, which entailed an integration of ORA fighters into its ranks. There were also reforms in the security sector, with rebel integration into these forces and the creation of a special security task force for the northern areas of Niger (Air and Azawad).

The incompatibility was resolved through a decentralization plan, building upon the earlier Ouagadougou Accord, but with more far-reaching reforms. The devolved powers to the municipal and regional entities were the right to maintain their own assemblies and executive, implementation, social, cultural and economic powers.

Special emphasis would also be placed on the economic, social and cultural development of the Tuareg areas. A peace committee was established to ensure implementation of the agreement.

Finally, the government proclaimed a general amnesty and a resettlement program for those displaced both internally and externally."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/nig19950415.pdf	1	1	1	1	Niger	NER
